"Record ID","First Name","Last Name","Annual Revenue","Average Pageviews","Became a Customer Date","Became a Lead Date","Became a Marketing Qualified Lead Date","Became a Sales Qualified Lead Date","Became a Subscriber Date","Became an Evangelist Date","Became an Opportunity Date","Became an Other Lifecycle Date","Buying Role","Buying Role Option","Campaign of last booking in meetings tool","City","Close Date","Company domain name","Company Name","Company size","Contact owner","Contact priority","Contact unworked","Country/Region","Create Date","Created by user ID","Currently in Sequence","Currently in workflow","Date of birth","Date of last meeting booked in meetings tool","Days To Close","Degree","Domain name","Domain to which registration email was sent","Email","Email address automated quarantine reason","Email address quarantine reason","Email Address Quarantined","Email Confirmed","Email Domain","Email hard bounce reason","Event Revenue","Facebook click id","Fax Number","Field of study","First Conversion","First Conversion Date","First Deal Created Date","First marketing email click date","First marketing email open date","First marketing email reply date","First marketing email send date","First Page Seen","First Referring Site","First Touch Converting Campaign","Gender","Google ad click id","Graduation date","HubSpot Score","HubSpot Team","höbbela","Industry","Invalid email address","IP City","IP Country","IP Country Code","IP State Code/Region Code","IP State/Region","IP Timezone","Job function","Job Title","Last Activity Date","Last Contacted","Last Engagement Date","Last marketing email click date","Last marketing email name","Last marketing email open date","Last marketing email reply date","Last marketing email send date","Last Modified Date","Last NPS survey comment","Last NPS survey date","Last NPS survey rating","Last Page Seen","Last Referring Site","Last sequence ended date","Last sequence enrolled","Last sequence enrolled date","Last Touch Converting Campaign","Latest Source","Latest Source Date","Latest Source Drill-Down 1","Latest Source Drill-Down 2","Lead Rating","Lead Status","Legal basis for processing contact's data","Lifecycle Stage","Likelihood to close","Marital Status","Marketing contact until next update","Marketing email confirmation status","Marketing emails bounced","Marketing emails clicked","Marketing emails delivered","Marketing emails opened","Marketing emails replied","Medium of last booking in meetings tool","Membership Notes","Message","Military status","Mobile Phone Number","Next Activity Date","Number of Associated Deals","Number of Employees","Number of event completions","Number of Form Submissions","Number of Pageviews","Number of Sales Activities","Number of sequences enrolled","Number of Sessions","Number of times contacted","Number of Unique Forms Submitted","Object create date/time","Opted out of email: Customer Service Communication","Original Source","Original Source Drill-Down 1","Original Source Drill-Down 2","Owner Assigned Date","Persona","Phone Number","Postal Code","Predictive Lead Score","Preferred language","Private e-mail address","Recent Conversion","Recent Conversion Date","Recent Deal Amount","Recent Deal Close Date","Recent Sales Email Clicked Date","Recent Sales Email Opened Date","Recent Sales Email Replied Date","Registered At","Relationship Status","Salutation","School","Sends Since Last Engagement","Seniority","Source of last booking in meetings tool","Start date","State/Region","Status","Street Address","Time between contact creation and deal close (HH:mm:ss)","Time between contact creation and deal creation (HH:mm:ss)","Time First Seen","Time Last Seen","Time of First Session","Time of Last Session","Time registration email was sent","Time to move from lead to customer (HH:mm:ss)","Time to move from marketing qualified lead to customer (HH:mm:ss)","Time to move from opportunity to customer (HH:mm:ss)","Time to move from sales qualified lead to customer (HH:mm:ss)","Time to move from subscriber to customer (HH:mm:ss)","Time Zone","Total Revenue","Twitter Username","Unsubscribed from all email","Website URL","WhatsApp Phone Number","Work email","Associated Company","Associated Deal","Associated Ticket","Associated Payment","Associated Subscription","Associated Company IDs","Associated Deal IDs","Associated Ticket IDs","Associated Payment IDs","Associated Subscription IDs"
"1059","Stefanie","Grasner","","0.0","","","","","","","","","","Blocker","","","","eazzy.com","Eazzy","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","eazzy.com","","stefanie.grasner@eazzy.com","","","","","eazzy.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Senior Editor","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","stefanie.grasner@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","stefanie.grasner@eazzy.com","","","","","","","","","",""
"1057","Sauncho","Steadman","","0.0","","","","","","","","","Budget Holder","Budget Holder","","","","brainsphere.com","Brainsphere","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","brainsphere.com","","sauncho.steadman@brainsphere.com","","","","","brainsphere.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Web Designer III","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","854-370-8040","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","sauncho.steadman@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","sauncho.steadman@brainsphere.com","","","","","","","","","",""
"906","Merry","Espinay","","0.0","","","","","","","","","","Other","","","","innojam.com","Innojam","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","innojam.com","","merry.espinay@innojam.com","","","","","innojam.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Structural Analysis Engineer","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","656-522-9311","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","679-917-9271","","","","merry.espinay@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","merry.espinay@innojam.com","","","","","","","","","",""
"359","Chantalle","Terris","","0.0","","","","","","","","","","Decision Maker","","","","janyx.com","Janyx","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","janyx.com","","chantalle.terris@janyx.com","","","","","janyx.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Paralegal","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","409-821-8240","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","554-802-9675","","","","chantalle.terris@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","chantalle.terris@janyx.com","","","","","","","","","",""
"1660","Martina","Newark","","0.0","","","","","","","","","","End User","","","","devify.com","Devify","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","devify.com","","martina.newark@devify.com","","","","","devify.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graphic Designer","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","698-583-5189","","","","martina.newark@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","martina.newark@devify.com","","","","","","","","","",""
"1513","Nellie","Van Der Weedenburg","","0.0","","","","","","","","","","Other","","","","youbridge.com","Youbridge","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","youbridge.com","","nellie.vanderweedenburg@youbridge.com","","","","","youbridge.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Technical Writer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","647-637-6526","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","nellie.vanderweedenburg@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","nellie.vanderweedenburg@youbridge.com","","","","","","","","","",""
"464","Edward","Aughtie","","0.0","","","","","","","","","","End User","","","","jabbersphere.com","Jabbersphere","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","jabbersphere.com","","edward.aughtie@jabbersphere.com","","","","","jabbersphere.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chemical Engineer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.51",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","935-340-3322","","","","edward.aughtie@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","edward.aughtie@jabbersphere.com","","","","","","","","","",""
"1461","Dwight","Took","","0.0","","","","","","","","","Influencer","Influencer","","","","quimm.com","Quimm","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","quimm.com","","dwight.took@quimm.com","","","","","quimm.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chief Design Engineer","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","223-937-4045","","","","dwight.took@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","dwight.took@quimm.com","","","","","","","","","",""
"1317","Lonnie","Redmire","","0.0","","","","","","","","","","Champion","","","","jetwire.com","Jetwire","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","jetwire.com","","lonnie.redmire@jetwire.com","","","","","jetwire.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Structural Analysis Engineer","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.51",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","lonnie.redmire@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","lonnie.redmire@jetwire.com","","","","","","","","","",""
"1316","Justis","Pogue","","0.0","","","","","","","","","","Budget Holder","","","","feedfish.com","Feedfish","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","feedfish.com","","justis.pogue@feedfish.com","","","","","feedfish.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Analog Circuit Design manager","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","165-317-3115","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","489-278-8115","","","","justis.pogue@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","justis.pogue@feedfish.com","","","","","","","","","",""
"1308","Nigel","O'Doherty","","0.0","","","","","","","","","Influencer","Influencer","","","","izio.com","Izio","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","izio.com","","nigel.odoherty@izio.com","","","","","izio.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GIS Technical Architect","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.0",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","419-227-8841","","","","nigel.odoherty@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","nigel.odoherty@izio.com","","","","","","","","","",""
"513","Angel","MacAnespie","","0.0","","","","","","","","","","Executive Sponsor","","","","yombu.com","Yombu","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","yombu.com","","angel.macanespie@yombu.com","","","","","yombu.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Account Executive","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.0",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","angel.macanespie@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","angel.macanespie@yombu.com","","","","","","","","","",""
"1810","Otho","Snalom","","0.0","","","","","","","","","","End User","","","","eamia.com","Eamia","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","eamia.com","","otho.snalom@eamia.com","","","","","eamia.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tax Accountant","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","354-827-0353","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","otho.snalom@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","otho.snalom@eamia.com","","","","","","","","","",""
"1661","Coleman","Steddall","","0.0","","","","","","","","","","Executive Sponsor","","","","twitternation.com","Twitternation","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","twitternation.com","","coleman.steddall@twitternation.com","","","","","twitternation.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Design Engineer","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","906-547-0928","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","coleman.steddall@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","coleman.steddall@twitternation.com","","","","","","","","","",""
"1517","Issie","Blas","","0.0","","","","","","","","","","Blocker","","","","einti.com","Einti","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","einti.com","","issie.blas@einti.com","","","","","einti.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Programmer Analyst III","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.51",""," --","","","","","","","","","","","679-311-0238","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","issie.blas@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","issie.blas@einti.com","","","","","","","","","",""
"1463","Archy","McCome","","0.0","","","","","","","","","","End User","","","","voonix.com","Voonix","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","voonix.com","","archy.mccome@voonix.com","","","","","voonix.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Senior Sales Associate","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","archy.mccome@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","archy.mccome@voonix.com","","","","","","","","","",""
"1312","Freida","McNish","","0.0","","","","","","","","","Blocker","Blocker","","","","devshare.com","Devshare","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","devshare.com","","freida.mcnish@devshare.com","","","","","devshare.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Operator","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","266-202-7338","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","267-832-6703","","","","freida.mcnish@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","freida.mcnish@devshare.com","","","","","","","","","",""
"907","Bobbye","Gwyther","","0.0","","","","","","","","","","Blocker","","","","jabbertype.com","Jabbertype","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","jabbertype.com","","bobbye.gwyther@jabbertype.com","","","","","jabbertype.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Software Test Engineer IV","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.51",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","966-511-5956","","","","bobbye.gwyther@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","bobbye.gwyther@jabbertype.com","","","","","","","","","",""
"357","Farrel","Pirson","","0.0","","","","","","","","","Decision Maker","Decision Maker","","","","meeveo.com","Meeveo","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","meeveo.com","","farrel.pirson@meeveo.com","","","","","meeveo.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chemical Engineer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","371-554-4874","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","farrel.pirson@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","farrel.pirson@meeveo.com","","","","","","","","","",""
"762","Bucky","Hubbucks","","0.0","","","","","","","","","Blocker","Blocker","","","","gevee.com","Gevee","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","gevee.com","","bucky.hubbucks@gevee.com","","","","","gevee.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Staff Accountant IV","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","450-233-5628","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","bucky.hubbucks@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","bucky.hubbucks@gevee.com","","","","","","","","","",""
"106","Lenora","Parzis","","0.0","","","","","","","","","","Executive Sponsor","","","","yadel.com","Yadel","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","yadel.com","","lenora.parzis@yadel.com","","","","","yadel.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Teacher","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","364-250-7577","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","922-515-3245","","","","lenora.parzis@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","lenora.parzis@yadel.com","","","","","","","","","",""
"1318","Marcus","Balnaves","","0.0","","","","","","","","","","Legal & Compliance","","","","realbridge.com","Realbridge","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","realbridge.com","","marcus.balnaves@realbridge.com","","","","","realbridge.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Software Consultant","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","696-935-9781","","","","marcus.balnaves@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","marcus.balnaves@realbridge.com","","","","","","","","","",""
"1654","Nerti","Davidek","","0.0","","","","","","","","","","Champion","","","","muxo.com","Muxo","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","muxo.com","","nerti.davidek@muxo.com","","","","","muxo.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Administrative Assistant III","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","262-779-6402","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","nerti.davidek@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","nerti.davidek@muxo.com","","","","","","","","","",""
"1664","Brunhilde","Whyte","","0.0","","","","","","","","","","Blocker","","","","yombu.com","Yombu","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","yombu.com","","brunhilde.whyte@yombu.com","","","","","yombu.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Internal Auditor","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.08",""," --","","","","","","","","","","","875-123-5308","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","798-199-2538","","","","brunhilde.whyte@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","brunhilde.whyte@yombu.com","","","","","","","","","",""
"757","Fredek","Targetter","","0.0","","","","","","","","","Legal & Compliance","Legal & Compliance","","","","muxo.com","Muxo","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","muxo.com","","fredek.targetter@muxo.com","","","","","muxo.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Health Coach IV","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","176-651-2774","","","","fredek.targetter@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","fredek.targetter@muxo.com","","","","","","","","","",""
"1505","Derby","Cheers","","0.0","","","","","","","","","","Budget Holder","","","","myworks.com","Myworks","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","myworks.com","","derby.cheers@myworks.com","","","","","myworks.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Office Assistant II","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","295-500-9392","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","derby.cheers@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","derby.cheers@myworks.com","","","","","","","","","",""
"1356","Garey","Batt","","0.0","","","","","","","","","","Blocker","","","","eire.com","Eire","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","eire.com","","garey.batt@eire.com","","","","","eire.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Associate Professor","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","281-439-4810","","","","garey.batt@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","garey.batt@eire.com","","","","","","","","","",""
"1320","Emlynne","Gutsell","","0.0","","","","","","","","","","Champion","","","","jazzy.com","Jazzy","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","jazzy.com","","emlynne.gutsell@jazzy.com","","","","","jazzy.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Software Engineer IV","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","553-173-8961","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","emlynne.gutsell@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","emlynne.gutsell@jazzy.com","","","","","","","","","",""
"1307","Stanford","Shearsby","","0.0","","","","","","","","","","Influencer","","","","janyx.com","Janyx","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","janyx.com","","stanford.shearsby@janyx.com","","","","","janyx.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Senior Developer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","353-151-9035","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","stanford.shearsby@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","stanford.shearsby@janyx.com","","","","","","","","","",""
"1060","Madelon","Antoniottii","","0.0","","","","","","","","","","Executive Sponsor","","","","yombu.com","Yombu","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","yombu.com","","madelon.antoniottii@yombu.com","","","","","yombu.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Quality Engineer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.0",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","madelon.antoniottii@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","madelon.antoniottii@yombu.com","","","","","","","","","",""
"455","Marie-ann","Diche","","0.0","","","","","","","","","","Champion","","","","meezzy.com","Meezzy","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","meezzy.com","","marie-ann.diche@meezzy.com","","","","","meezzy.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Analyst Programmer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","587-774-7806","","","","marie-ann.diche@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","marie-ann.diche@meezzy.com","","","","","","","","","",""
